Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Teradata,Information Technology And Services,"New Farm, Queensland, Australia",Australia,4853.437,IT Consulting,2020,67.02846,60.404045,99.71849,0.9599149
Leidos,Information Technology And Services,"Newton, Auckland, New Zealand",New Zealand,19180.69,Email Services,2020,102.63189,56.740265,197.31395,96.24057
F-Secure Corporation,Computer Software,"Stellenbosch, Western Cape, South Africa",South Africa,2587.564,Multiprogramming,2020,47.023952,73.051384,155.16267,93.44615
Legal & General,Financial Services,"Appenzell, Appenzell Innerrhoden, Switzerland",Switzerland,4805.2554,Mutual Funds,2020,177.26924,67.97944,204.06314,86.241104
Jack Henry & Associates,Computer Software,"Kottayam, Kerala, India",India,2367.5159,Operating Systems,2020,61.04305,78.995026,126.45343,1.417846
Meb,Real Estate,"Peking, Beijing, China",China,10121.486,Property Staging,2020,135.60725,74.85536,80.20442,74.5737
3I Infotech,Information Technology And Services,"Bingham Farms, Michigan, United States",United States,3214.6902,Computer Training,2020,46.354427,54.026054,102.84057,0.7770089
Earthlink,Information Technology And Services,"Asker, Akershus, Norway",Norway,9969.356,Help Desk Support,2020,1.3159529,59.887707,93.58922,98.1544
Transamerica,Financial Services,"Portugal, Portalegre, Portugal",Portugal,8472.769,Wealth Management,2020,147.46057,42.665226,155.11768,88.96781
Douglas Elliman Real Estate,Real Estate,"Ann Arbor, Michigan, United States",United States,4239.1177,Home inspection,2020,109.44126,58.605335,134.27074,89.249504
Swedish Medical Center,Hospital & Health Care,"Kraków, Lesser Poland Voivodeship, Poland",Poland,4882.161,X ray/radiology services,2020,102.71196,53.86752,163.74449,0.37773678
Caci International Inc,Information Technology And Services,"Geneva, Alabama, United States",Switzerland,11655.165,Help Desk Support,2020,74.64037,71.09924,174.16663,75.12201
Amedisys Home Health & Hospice,Hospital & Health Care,"Trieste, Friuli-Venezia Giulia, Italy",Italy,2774.8335,Laboratory services,2020,89.62489,1.1702535,149.11711,0.58036387
World Financial Group (Wfg),Financial Services,"Risskov, Central Jutland, Denmark",Denmark,9672.71,Mutual Funds,2020,2.469812,78.4459,222.6561,108.33583
Exp Realty,Real Estate,"Stratford, Ontario, Canada",Canada,3906.4087,Architects,2020,123.65909,67.36506,94.400505,86.18779
Instagram,Computer Software,"Matosinhos, Porto, Portugal",Portugal,1379.9098,Database Management,2020,49.203773,0.86788756,151.09308,71.79443
Nuance Communications,Computer Software,"Espoo, Southern Finland, Finland",Finland,3.9432437,Multiprogramming,2020,50.621952,54.978706,112.62015,79.67836
Nationale-Nederlanden,Financial Services,"Wellington City, Wellington, New Zealand",New Zealand,6001.195,Insurance,2020,157.20915,52.830322,172.05876,90.51699
First American Title,Real Estate,"Vicente Lopez, Buenos Aires, Argentina",Argentina,5424.9155,Selling Real Estate,2020,1.2776088,84.0342,153.27066,88.25549
Softserve,Computer Software,"Grafton, Auckland, New Zealand",New Zealand,2299.5535,Operating Systems,2020,46.056175,55.151966,180.1254,76.70429
Harcourts Real Estate,Real Estate,"Palmerston North, Wellington, New Zealand",New Zealand,2368.7136,Property Staging,2020,123.27817,63.070503,188.59705,92.76115
Trend Micro,Computer Software,"Sandown, Gauteng, South Africa",South Africa,4106.7505,Database Management,2020,55.76243,67.77469,162.12328,96.99484
Igate,Information Technology And Services,"Luleå, Norrbotten, Sweden",Sweden,8653.733,Help Desk Support,2020,72.3534,81.67541,1.4101794,87.14085
Barfoot & Thompson,Real Estate,"Brescia, Lombardia, Italy",Italy,2201.0076,Buying Real Estate,2020,120.972275,71.01292,138.67305,82.36699
Verizon Business,Information Technology And Services,"Dresden, Saxony, Germany",Germany,14177.184,Backup & Disaster Recovery,2020,0.6742293,0.71865535,197.15442,84.28077
Kbc Bank & Verzekering,Financial Services,"Geneva, Alabama, United States",Switzerland,8171.5415,Wealth Management,2020,140.63148,2.52161,180.41257,83.63663
Medical University Of South Carolina,Hospital & Health Care,"Stockholm, Stockholm, Sweden",Sweden,4824.502,Blood services,2020,78.90128,40.532017,4.324375,75.039825
Douglas Elliman Real Estate,Real Estate,"Alexandra-Mooloolaba, Queensland, Australia",Australia,6657.248,Property consultants,2020,2.1199472,0.4054158,2.5136387,86.916695
Worldpay,Information Technology And Services,"Getafe, Madrid, Spain",Spain,2947.2905,Managed Print Services,2020,53.750984,44.40042,209.50833,1.3484583
Tech Mahindra,Information Technology And Services,"Vimercate, Lombardia, Italy",Italy,58506.543,Cloud Services,2020,108.97931,77.76531,115.65778,71.12467
Tsys,Financial Services,"Esbjerg, Syddanmark, Denmark",Denmark,5979.294,Professional Advisory,2020,162.09402,51.13962,238.77707,71.818504
Verizon Business,Information Technology And Services,"Mohali, Punjab, India",India,5370.8657,Cybersecurity,2020,47.92109,1.651778,133.39525,71.25624
Advocate Health Care,Hospital & Health Care,"China, Nuevo León, Mexico",Mexico,12128.238,Emergency room services,2020,97.75917,54.275795,190.84769,0.40288544
First Data Corporation,Financial Services,"Ellerslie, Auckland, New Zealand",New Zealand,5280.437,Professional Advisory,2020,151.5728,73.95465,140.11003,78.0966
Motorola Solutions,Information Technology And Services,"Vincennes, Ile-De-France, France",France,5975.162,Help Desk Support,2020,48.71176,51.534767,128.19446,63.93554
Maxim Healthcare Services,Hospital & Health Care,"Hamilton, Waikato, New Zealand",New Zealand,6370.315,Blood services,2020,87.56516,0.5872062,163.1884,84.33338
Northern Trust Corporation,Financial Services,"San Pedro Garza García, Nuevo León, Mexico",Mexico,10355.15,Insurance,2020,1.6102992,0.8586542,182.1745,1.2435467
Indra,Information Technology And Services,"Roodepoort, Gauteng, South Africa",South Africa,26353.418,Email Services,2020,116.860115,86.19005,191.37798,82.09739
Bb&T,Financial Services,"Ellerslie, Auckland, New Zealand",New Zealand,21396.871,Capital Restructuring,2020,137.75475,80.78129,133.47635,87.12001
Wipro Technologies,Information Technology And Services,"Torino, Piedmont, Italy",Italy,120071.555,Email Services,2020,165.51117,1.9068116,137.91881,15.456641
Watson Realty Corp.,Real Estate,"Barat, West Java, Indonesia",Indonesia,2511.468,Home inspection,2020,121.999695,1.163105,173.99567,95.89714
First American Title,Real Estate,"Vicente Lopez, Buenos Aires, Argentina",Argentina,7227.534,Buying Real Estate,2020,118.44231,87.44804,213.7235,84.71268
Mckesson,Hospital & Health Care,"Rzeszow, Podkarpackie, Poland",Poland,16536.95,General surgical services,2020,116.98377,80.809784,236.97572,88.285164
Vertiv Co,Computer Software,"Rosario, Santa Fe, Argentina",Argentina,2078.2559,User Interface,2020,44.43743,0.48470947,1.348076,2.0691097
Deltek,Computer Software,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,1953.9645,User Interface,2020,47.886196,82.58656,167.89442,86.235085
Sicredi,Financial Services,"Härnösand, Västernorrland, Sweden",Sweden,5150.4375,Wealth Management,2020,131.3997,82.58089,1.5821278,99.04072
Guild Mortgage,Real Estate,"Fornebu, Akershus, Norway",Norway,2223.1086,Building contractors,2020,122.248726,1.3207434,123.281586,89.19153
Alibaba Group,Information Technology And Services,"Taunton, Somerset, United Kingdom",United Kingdom,3350.791,Hardware support,2020,46.220825,28.50513,181.17844,57.722263
Totvs,Computer Software,"Edenvale, Gauteng, South Africa",South Africa,8218.637,Database Management,2020,65.21786,66.16361,1.4647207,92.493454
Absa,Financial Services,"Munich, Bayern, Germany",Germany,11628.267, Portfolio Management,2020,2.6077902,1.1114802,105.85487,1.2285227
Swedish Medical Center,Hospital & Health Care,"Federal, Entre Rios, Argentina",Argentina,5949.162,Blood services,2020,108.33736,1.0388108,150.40694,1.1292228
3I Infotech,Information Technology And Services,"Lodi, Lombardia, Italy",Italy,6127.425,IT Consulting,2020,79.55944,80.51595,259.59595,112.59881
Cartus,Real Estate,"Recife, Pernambuco, Brazil",Brazil,2353.9827,New Construction,2020,123.65914,80.1378,198.41216,98.11201
Transamerica,Financial Services,"Sault Ste. Marie, Ontario, Canada",Canada,4397.6064,Professional Advisory,2020,126.50666,1.1163031,155.31828,73.71718
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Ceret, Occitanie, France",France,4522.284,Mental health care,2020,88.45199,32.17898,157.63995,62.411507
Nyu Langone Medical Center,Hospital & Health Care,"Lyngby, Central Jutland, Denmark",Denmark,11606.577,Short-term hospitalization,2020,114.6695,95.74396,182.04503,82.03553
Morgan Stanley,Financial Services,"Lone Tree, Colorado, United States",United States,43947.957,Insurance,2020,172.34514,57.751167,139.52136,0.3214437
Long & Foster Companies,Real Estate,"Mariano Moreno, Buenos Aires, Argentina",Argentina,2245.073,Architects,2020,1.4153911,67.58296,128.74606,1.3522961
Mentor Graphics,Computer Software,"Lecce, Puglia, Italy",Italy,4746.913,System Software,2020,50.342392,1.28905,154.44754,0.96903175
Coldwell Banker Residential Brokerage,Real Estate,"Subiaco, Western Australia, Australia",Australia,21258.674,Home inspection,2020,101.70256,57.46117,216.27956,70.13141
Intuit,Computer Software,"Halifax, Calderdale, United Kingdom",United Kingdom,7654.385,User Interface,2020,69.60277,88.20595,1.39752,1.0173559
Irvine Company,Real Estate,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,2796.1838,Property Staging,2020,122.7776,46.56357,239.00172,2.4312618
Logmein,Computer Software,"Bilbao, Basque Country, Spain",Spain,1086.057,Operating Systems,2020,0.91224426,49.536816,1.927368,83.54245
India Infoline Ltd,Financial Services,"Surabaya, Jawa Timur, Indonesia",Indonesia,4536.9575,Wealth Management,2020,165.7979,42.05762,108.98706,83.9095
Mindtree,Information Technology And Services,"Vashi, Maharashtra, India",India,7898.1997,Cybersecurity,2020,72.59764,56.35171,141.16481,61.446274
Bmo Financial Group,Financial Services,"Ismaning, Bayern, Germany",Germany,19462.213,Tax/Audit Consulting,2020,146.0025,60.303066,165.90738,2.4307427
Sutton Group,Real Estate,"Dublin, Dublin, Ireland",Singapore,1002.50745,Rental and investment properties,2020,116.92456,53.589764,92.56787,91.48069
Sophos,Computer Software,"Awans, Liege, Belgium",Belgium,1569.7914,System Software,2020,60.94378,44.034466,159.51108,92.25964
Guardian Life,Financial Services,"Glasgow, Glasgow City, United Kingdom",United Kingdom,3345.2146,Wealth Management,2020,2.1686637,67.697876,150.08714,87.537796
Fujitsu,Information Technology And Services,"Eindhoven, Noord-Brabant, Netherlands",Netherlands,14764.043,Hardware support,2020,50.041996,56.38448,89.01828,62.528458
Sabre Corporation,Information Technology And Services,"Emmen, Drenthe, Netherlands",Netherlands,5791.2744,Computer Training,2020,80.652504,58.76625,1.9745091,108.84488
Legal & General,Financial Services,"Wellington, Florida, United States",New Zealand,4279.5615,Banking,2020,153.44597,69.61616,127.269424,0.9167095
Medical University Of South Carolina,Hospital & Health Care,"Stockholm, Stockholm, Sweden",Sweden,5215.0464,Emergency room services,2020,102.30225,33.762215,244.24315,84.38433
Krajowy Fundusz Kapitałowy Sa,Financial Services,"Gdansk, Pomorskie, Poland",Poland,4608.248,Professional Advisory,2020,154.68312,67.77691,152.83313,79.63764
Ca Technologies,Computer Software,"Botany, New South Wales, Australia",Australia,7827.5674,User Interface,2020,1.5197371,1.367513,186.90572,89.68063
Dell Emc,Information Technology And Services,"Wrocław, Lower Silesia, Poland",Poland,34152.477,Computer Training,2020,0.2523729,47.685246,217.39984,0.23401406
Insight,Information Technology And Services,"Chiasso, Ticino, Switzerland",Switzerland,3854.9536,Cybersecurity,2020,41.65383,70.51153,50.797066,72.44327
Sap Ariba,Computer Software,"Bhilai, Chhattisgarh, India",India,3178.5115,Desktop Publishing,2020,43.296032,80.6843,132.00798,77.744255
Motorola Solutions,Information Technology And Services,"Bristol, Bristol, United Kingdom",United Kingdom,6584.4062,Cloud Services,2020,44.67675,59.1596,79.42537,79.00105
William Raveis Real Estate,Real Estate,"Alfena, Porto, Portugal",Portugal,4044.4407,Home inspection,2020,126.05628,65.86209,285.07245,90.37249
Sibcy Cline Realtors,Real Estate,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,711.2195,Selling Real Estate,2020,119.71551,0.6025046,156.52614,77.999146
Quicken Loans,Financial Services,"Fornebu, Akershus, Norway",Norway,8622.409,Mutual Funds,2020,147.25012,89.14735,173.49403,97.47288
Bb&T,Financial Services,"Christchurch, Canterbury, New Zealand",New Zealand,10547.187,Debt Management,2020,127.34339,51.539127,150.40372,64.18998
Cmc Ltd,Information Technology And Services,"Bodø, Nordland, Norway",Norway,4126.152,Cloud Services,2020,56.725655,42.418568,77.79621,73.8448
Manhattan Associates,Computer Software,"Porto, Porto, Portugal",Portugal,1613.9924,Database Management,2020,51.2759,51.744423,137.52304,80.153435
Mindtree,Information Technology And Services,"Mendoza, Mendoza, Argentina",Argentina,8321.967,Help Desk Support,2020,89.158646,0.5795598,147.37598,103.98398
Uhs,Hospital & Health Care,"Santiago De Compostela, Galicia, Spain",Spain,3737.8098,Special surgical services,2020,87.33777,0.9527398,67.06878,73.391785
Totvs,Computer Software,"Morehead City, North Carolina, United States",United States,10051.93,User Interface,2020,67.03414,90.19461,206.90828,87.67348
Softserve,Computer Software,"De Meern, Utrecht, Netherlands",Netherlands,4584.6284,Personal Productivity Software,2020,56.057476,95.35473,188.68985,92.53019
Northwestern Mutual,Financial Services,"Vaerlose, Hovedstaden, Denmark",Denmark,13588.414,Wealth Management,2020,156.74615,57.65273,110.84375,60.099716
The Reynolds And Reynolds Company,Computer Software,"Gaziosmanpaşa, Istanbul, Turkey",Turkey,2702.0376,Database Management,2020,0.8522526,64.677795,180.84167,1.0293922
Insight,Information Technology And Services,"Root, Lucerne, Switzerland",Switzerland,5172.991,Hardware support,2020,70.16115,42.078262,190.58809,56.754166
Intergraph,Computer Software,"Suresnes, Ile-De-France, France",France,1486.4319,Database Management,2020,48.2864,58.60551,88.70888,90.07428
Molina Healthcare,Hospital & Health Care,"Santiago De Compostela, Galicia, Spain",Spain,7280.8154,Blood services,2020,110.41819,80.80793,158.0642,90.74353
Transamerica,Financial Services,"Wavre, Brabant Wallon, Belgium",Belgium,4540.6987,Tax/Audit Consulting,2020,129.02383,49.468334,72.174545,67.26821
John L Scott Real Estate,Real Estate,"Heerlen, Limburg, Netherlands",Netherlands,4892.665,Architects,2020,122.29271,88.08102,1.2175589,91.0115
Alibaba Group,Information Technology And Services,"Dublin, Dublin, Ireland",Singapore,3120.2869,Computer Training,2020,46.300404,58.794052,175.07939,72.69252
3I Infotech,Information Technology And Services,"Wellington, Wellington, New Zealand",New Zealand,2386.773,Email Services,2020,54.604134,65.9287,137.52386,79.57402
Vumc,Hospital & Health Care,"Limoges, Nouvelle-Aquitaine, France",France,5184.117,Special surgical services,2020,96.21059,0.07234554,178.97202,84.06245
Long & Foster Companies,Real Estate,"New York, New York, United States",Australia,6051.95,Property Staging,2020,129.59184,1.2438321,183.85835,89.47575
Gartner,Information Technology And Services,"Port Elizabeth, Eastern Cape, South Africa",South Africa,10487.977,IT Consulting,2020,83.875,59.13124,167.69112,112.65586
Lopes Consultoria De Imóveis - Imóveis De Terceiros,Real Estate,"Dalian, Liaoning, China",China,1183.9426,Property Staging,2020,122.38201,53.673286,65.21902,87.98557
Sogeti,Information Technology And Services,"Bilbao, Basque Country, Spain",Spain,6708.883,Help Desk Support,2020,51.546906,46.63987,71.82122,70.145424
The Hartford,Financial Services,"Brisbane, Queensland, Australia",Australia,9675.819,Capital Restructuring,2020,165.73856,0.44136673,1.0902199,92.7953
Harcourts Real Estate,Real Estate,"Wellington, Wellington, New Zealand",New Zealand,2052.2795,Architects,2020,111.067535,84.24842,246.791,1.0490527
Sopra Steria,Information Technology And Services,"Pessac, Aquitaine, France",France,18531.02,Cybersecurity,2020,101.80509,62.94963,192.98695,1.2972677
Barclaycard,Financial Services,"Ismaning, Bayern, Germany",Germany,6176.4204,Tax/Audit Consulting,2020,185.54926,51.964657,255.67499,95.667755
Ust Global,Information Technology And Services,"Bekasi, Jawa Barat, Indonesia",Indonesia,6444.521,Backup & Disaster Recovery,2020,61.098545,56.988438,88.12817,80.020676
Pitney Bowes,Information Technology And Services,"Lysaker, Akershus, Norway",Norway,10658.72,IT Consulting,2020,83.86952,83.663216,223.08514,89.776306
Apollo Hospitals,Hospital & Health Care,"Bucks, Pennsylvania, United States",Singapore,6047.297,General surgical services,2020,109.68316,77.54448,148.11797,85.601204
Tishman Speyer,Real Estate,"Oslo, Oslo, Norway",Norway,902.09,Property consultants,2020,122.244514,1.0371531,149.16364,88.01492
Capgemini,Information Technology And Services,"Chinghochen, Xinjiang, China",China,62857.934,Email Services,2020,113.986145,52.1718,112.75268,1.8759481
Blackrock,Financial Services,"Mascot, New South Wales, Australia",Australia,11947.972,Mutual Funds,2020,0.80601,60.763096,151.44392,87.27348
Sicredi,Financial Services,"Bielsko-Biala, Slaskie, Poland",Poland,4591.5303,Professional Advisory,2020,149.05743,49.837334,148.89392,83.08541
National Association Of Realtors®,Real Estate,"Oulu, Northern Ostrobothnia, Finland",Finland,1034.7284,Architects,2020,1.1676105,57.67966,167.30489,84.721214
Fifth Third Bank,Financial Services,"Lille, Hauts-De-France, France",France,15745.546, Portfolio Management,2020,165.24028,87.76951,122.011345,77.038506
Insidesecure,Computer Software,"Jyvaeskylae, Central Finland, Finland",Finland,10199.539,User Interface,2020,55.195065,70.87439,109.29807,79.9476
Unitedhealth Group,Hospital & Health Care,"Wetzikon, Zurich, Switzerland",Switzerland,66076.66,Emergency room services,2020,156.8806,0.51474917,151.8742,41.650906
Molina Healthcare,Hospital & Health Care,"Kista, Stockholm, Sweden",Sweden,6851.4214,Mental health care,2020,101.563446,66.98999,208.88632,92.24427
Cartus,Real Estate,"Oosterzele, Oost-Vlaanderen, Belgium",Belgium,1045.0057,Buying Real Estate,2020,116.85298,62.969044,118.013725,89.68291
Dimension Data,Information Technology And Services,"Bois, Nouvelle-Aquitaine, France",France,8556.8955,Cloud Services,2020,60.921787,0.65619266,111.69445,56.82403
Infor,Computer Software,"Bilbao, Basque Country, Spain",Spain,14735.752,User Interface,2020,64.20227,72.80313,87.73776,73.36428
West Usa Realty,Real Estate,"Chengdu, Sichuan, China",China,1223.4944,Rental and investment properties,2020,125.57775,54.870316,104.014595,88.618546
Genesis Healthcare,Hospital & Health Care,"Waregem, West-Vlaanderen, Belgium",Belgium,6231.394,Emergency room services,2020,97.100555,55.593212,106.77381,81.92685
Mercy,Hospital & Health Care,"Bellville, Western Cape, South Africa",South Africa,6059.6665,Emergency room services,2020,99.22635,0.5089582,127.63622,1.2176138
Tyler Technologies,Computer Software,"Basel, Basel-City, Switzerland",Switzerland,3279.458,Multimedia Authoring Software,2020,53.920204,76.450096,250.9114,100.6813
Vertiv Co,Computer Software,"Mar Del Plata, Buenos Aires, Argentina",Argentina,2070.4182,Multimedia Authoring Software,2020,45.66421,1.2337346,155.63712,84.39464
Berkshire Hathaway Homeservices Georgia Properties,Real Estate,"Ottawa, Ontario, Canada",Canada,1277.7051,Property Staging,2020,124.62353,1.6577569,3.1587684,1.5708611
The Agency,Real Estate,"Vernier, Geneva, Switzerland",Switzerland,1003.1094,Buying Real Estate,2020,118.081024,55.294964,199.68205,95.052444
Harcourts Real Estate,Real Estate,"Fortitude Valley, Queensland, Australia",Australia,1894.8789,Selling Real Estate,2020,123.483246,68.804665,113.07142,84.23203
Hsbc,Financial Services,"Heerenveen, Friesland, Netherlands",Netherlands,52224.715,Debt Management,2020,200.79729,0.7491917,94.7818,10.487551
Aphp,Hospital & Health Care,"Cham, Zug, Switzerland",Switzerland,11102.739,Transportation,2020,1.2328734,74.24921,122.44405,89.231895
"Ansys, Inc.",Computer Software,"South Yarra, Victoria, Australia",Australia,2769.311,Database Management,2020,54.188362,82.47365,168.54845,1.1462884
Ramco Systems,Computer Software,"Golmarmara, Manisa, Turkey",Turkey,2154.3816,Desktop Publishing,2020,0.98908406,70.34008,186.40865,93.561966
Adobe,Computer Software,"Stadskanaal, Groningen, Netherlands",Netherlands,19986.713,Application Software,2020,56.602917,44.62317,130.18994,84.69892
Autodesk,Computer Software,"La Murette, Auvergne-Rhône-Alpes, France",France,6384.362,User Interface,2020,47.24247,68.59242,1.9672606,0.6548837
Discover Financial Services,Financial Services,"Forest, Tasmania, Australia",Australia,9027.675, Portfolio Management,2020,3.6405654,95.374725,126.25197,94.49897
Homesmart,Real Estate,"Antony, Ile-De-France, France",France,1705.9407,Rental and investment properties,2020,117.11415,55.55298,274.5506,2.043761
Vmware,Computer Software,"San Fernando De Henares, Madrid, Spain",Spain,22007.11,System Software,2020,1.2576634,65.85518,139.84383,1.2429129
Efi,Computer Software,"Turku, Finland Proper, Finland",Finland,2154.057,Personal Productivity Software,2020,67.92769,53.249165,85.47466,1.0886896
Red Hat,Computer Software,"Putten, Gelderland, Netherlands",Netherlands,6171.055,System Software,2020,54.39217,68.25103,202.37987,80.661285
Infor,Computer Software,"Bilbao, Basque Country, Spain",Spain,16804.639,System Software,2020,72.88012,1.2818321,233.94287,83.96179
Mphasis,Information Technology And Services,"Lomme, Hauts-De-France, France",France,17186.03,IT Consulting,2020,87.7987,71.39201,118.7353,77.31245
Polaris Financial Technology Limited,Information Technology And Services,"Visby, Gotland, Sweden",Sweden,6003.5767,IT Consulting,2020,49.76096,58.862476,173.04439,97.91698
Swedbank,Financial Services,"Provincia Di Forli-Cesena, Emilia-Romagna, Italy",Italy,4573.5176,Insurance,2020,131.34787,62.956314,63.644478,1.6759118
Erasmus Mc,Hospital & Health Care,"Nashik, Maharashtra, India",India,8061.8364,Transportation,2020,107.786606,82.73635,151.55315,105.25944
Ally Financial Inc.,Financial Services,"Munich, Bavaria, Germany",Germany,4057.531,Tax/Audit Consulting,2020,137.01668,1.0184761,0.35921726,82.58924
Loandepot,Financial Services,"Katowice, Slaskie, Poland",Poland,1515.7146,Wealth Management,2020,135.16464,50.82523,125.74085,0.64850384
Vinci Energies,Information Technology And Services,"Fort Wayne, Indiana, United States",United States,5651.3345,IT Consulting,2020,74.410645,81.1557,1.850811,0.7210766
Alten,Information Technology And Services,"Hefei, Anhui, China",China,6665.027,Hardware support,2020,0.6577954,56.909576,110.997665,81.05976
Ifs,Computer Software,"Northbrook, Illinois, United States",United States,1941.6207,Database Management,2020,38.944103,66.105034,155.3633,0.41548032
West Usa Realty,Real Estate,"São José Dos Campos, Sao Paulo, Brazil",Brazil,1587.9844,Building contractors,2020,122.13837,45.57593,168.6693,86.38074
Massmutual Financial Group,Financial Services,"Pearl River, Mississippi, United States",Singapore,5191.4478,Debt Management,2020,138.01575,0.41420716,95.392105,72.45058
Caci International Inc,Information Technology And Services,"Shenyang, Liaoning, China",China,8397.108,Cybersecurity,2020,62.41737,0.7257685,177.53444,98.643265
Mcgrath Estate Agents,Real Estate,"Campanillas, Malaga, Spain",Spain,897.29895,Home inspection,2020,111.712364,36.80782,2.0813203,0.91180533
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Aparecida De Goiania, Goias, Brazil",Brazil,6378.946,Cloud Services,2020,52.58489,54.231445,151.82527,92.64988
Ge Digital,Computer Software,"Dale I Sunnfjord, Sogn Og Fjordane, Norway",Norway,5576.9355,Application Software,2020,1.0620103,70.73823,193.02293,92.101555
Cerner Corporation,Information Technology And Services,"Dois Vizinhos, Parana, Brazil",Brazil,21192.268,IT Consulting,2020,119.764824,0.903215,129.97969,70.04805
Watson Realty Corp.,Real Estate,"Croydon, Greater London, United Kingdom",United Kingdom,2209.7346,Selling Real Estate,2020,121.23504,59.764935,154.54814,80.67574
Stanford Health Care,Hospital & Health Care,"Retreat, Western Cape, South Africa",South Africa,8938.53,Mental health care,2020,117.199234,51.482594,211.11264,86.31071
Willis Towers Watson,Financial Services,"Faridabad, Haryana, India",India,18571.184, Portfolio Management,2020,128.48001,49.286858,129.37749,58.14732
Epic,Computer Software,"Bucks, Pennsylvania, United States",Singapore,6676.3926,Application Software,2020,65.52672,0.94068193,140.79515,86.48511
Centene Corporation,Hospital & Health Care,"Xiamen, Fujian, China",China,6062.279,Transportation,2020,96.927055,1.300825,58.287457,91.0105
Meb,Real Estate,"Eschborn, Hessen, Germany",Germany,13939.915,Selling Real Estate,2020,134.6631,81.315865,205.8554,85.723854
Centura Health,Hospital & Health Care,"Colonia Cuauhtemoc, Estado De Mexico, Mexico",Mexico,3571.0925,General surgical services,2020,106.781006,88.32636,110.0904,79.86689
Blackbaud,Computer Software,"Zuidlaren, Drenthe, Netherlands",Netherlands,1802.0792,Desktop Publishing,2020,0.985589,73.35141,106.01582,73.355804
Visa,Information Technology And Services,"Poznan, Wielkopolskie, Poland",Poland,16554.555,Computer Training,2020,112.05968,76.71831,1.3361435,1.148818
Blackrock,Financial Services,"Hoofddorp, North Holland, Netherlands",Netherlands,11150.34,Stock Market,2020,158.81776,80.38825,208.21808,78.85539
Diebold Nixdorf,Financial Services,"Mariano Moreno, Buenos Aires, Argentina",Argentina,12517.156,Stock Market,2020,2.795293,75.1682,271.9303,1.029116
Northwestern Mutual,Financial Services,"Aartselaar, Antwerpen, Belgium",Belgium,17349.947,Mutual Funds,2020,180.88768,63.345608,92.81202,57.571545
First Data Corporation,Financial Services,"North Shore, Auckland, New Zealand",New Zealand,7902.24,Mutual Funds,2020,150.91528,0.7572414,146.34567,80.40466
Capgemini,Information Technology And Services,"Genève, Geneva, Switzerland",Switzerland,69805.445,Help Desk Support,2020,148.89151,66.906784,64.79156,9.634888
Veritas Technologies Llc,Computer Software,"Turin, Piemonte, Italy",Italy,3442.2068,Multimedia Authoring Software,2020,51.341705,0.66087836,144.59573,81.51606
