Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
St. Luke'S Hospital,Hospital & Health Care,"Jaipur, Rajasthan, India",India,3017.8447,Nutritional support,2020,92.318,62.340427,129.82613,86.234215
Jack Henry & Associates,Computer Software,"Norrtälje, Stockholm, Sweden",Sweden,3205.1892,Desktop Publishing,2020,33.130722,70.47001,115.649185,86.45183
Aegon,Financial Services,"Pearl River, Mississippi, United States",Singapore,3217.5896,Debt Management,2020,126.74493,35.03141,129.4915,0.4451453
Vumc,Hospital & Health Care,"Almada, Setubal, Portugal",Portugal,5855.9624,Mental health care,2020,113.478386,104.89793,247.44966,0.68079305
Sutton Group,Real Estate,"Akre, Hordaland, Norway",Norway,941.08386,Building contractors,2020,1.0952314,45.84448,111.35281,1.1928717
Hines,Real Estate,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,3753.4224,New Construction,2020,118.001205,60.752274,150.12494,78.49544
Mastercard,Information Technology And Services,"Virum, Capital Region, Denmark",Denmark,15123.173,Backup & Disaster Recovery,2020,43.96893,69.43675,249.21126,76.668594
Re/Max,Real Estate,"Vernier, Geneva, Switzerland",Switzerland,15846.24,Selling Real Estate,2020,132.93587,80.191246,2.4056485,78.01224
Softserve,Computer Software,"Keysborough, Victoria, Australia",Australia,5927.6553,Desktop Publishing,2020,66.57302,56.294083,275.952,86.96727
Nutanix,Computer Software,"Espoo, Uusimaa, Finland",Finland,3446.1995,System Software,2020,56.866917,0.5229941,158.5594,0.84173256
Krajowy Fundusz Kapitałowy Sa,Financial Services,"Poznan, Wielkopolskie, Poland",Poland,6769.168,Debt Management,2020,180.66809,0.09723587,235.33147,0.89520067
Sabre Corporation,Information Technology And Services,"Rivonia, Gauteng, South Africa",South Africa,3330.0066,Cybersecurity,2020,44.146523,77.15409,52.588814,69.93095
Ifc - International Finance Corporation,Financial Services,"Lund, Skåne, Sweden",Sweden,2493.6313, Portfolio Management,2020,157.11969,55.513634,121.98795,73.46223
Harcourts Real Estate,Real Estate,"Johnsonville, Wellington, New Zealand",New Zealand,2079.6633,Buying Real Estate,2020,116.34338,69.5186,0.7564161,87.78226
Ge Digital,Computer Software,"Chennai, Tamil Nadu, India",India,2351.205,Multimedia Authoring Software,2020,43.887917,39.590816,125.50049,73.99879
Tableau Software,Computer Software,"Prilly, Vaud, Switzerland",Switzerland,2156.73,System Software,2020,43.36354,61.18766,109.68967,77.51416
Texas Health Resources,Hospital & Health Care,"Chinghochen, Xinjiang, China",China,5113.956,General surgical services,2020,90.80983,64.84573,99.58392,0.6672512
Spectrum Health,Hospital & Health Care,"Belgrano, Santiago Del Estero, Argentina",Argentina,7165.5757,Mental health care,2020,104.9232,71.7899,124.12416,0.8137224
Nationwide Childrens Hospital,Hospital & Health Care,"Gent, Oost-Vlaanderen, Belgium",Belgium,6379.444,Mental health care,2020,107.69565,71.001236,207.21404,86.96511
Blackrock,Financial Services,"Pinerolo, Piedmont, Italy",Italy,11853.637,Insurance,2020,149.02998,53.106544,0.8925259,66.0105
Atlassian,Computer Software,"Thane, Maharashtra, India",India,2773.6472,System Software,2020,1.0781757,96.31421,116.02413,2.1321428
Bmo Financial Group,Financial Services,"Selatan, East Java, Indonesia",Indonesia,21782.375,Professional Advisory,2020,177.93398,67.06697,177.98509,89.847725
Indra,Information Technology And Services,"Sandown, Gauteng, South Africa",South Africa,12950.197,Email Services,2020,53.329063,81.329216,78.235535,56.090466
Transamerica,Financial Services,"Genolier, Vaud, Switzerland",Switzerland,4623.639,Professional Advisory,2020,133.51501,66.49459,1.6575937,64.069084
Ochsner Health System,Hospital & Health Care,"Hyderabad, Telangana, India",India,3499.5586,Laboratory services,2020,86.23232,0.27573487,68.16248,71.808975
Duke University Health System,Hospital & Health Care,"Lasne, Walloon Brabant Province, Belgium",Belgium,5363.903,Special surgical services,2020,105.18769,87.78503,185.35382,91.27623
Earthlink,Information Technology And Services,"Eyup, Tokat, Turkey",Turkey,3906.559,Cybersecurity,2020,32.943733,49.28492,192.21918,75.300804
Xerox,Information Technology And Services,"Newton, Auckland, New Zealand",New Zealand,37575.45,Computer Training,2020,133.53949,44.478,0.6586844,1.5437664
Imss,Hospital & Health Care,"Partido De Pilar, Buenos Aires, Argentina",Argentina,21823.45,X ray/radiology services,2020,0.48601905,75.87249,183.90388,0.8151001
Fiserv,Information Technology And Services,"Grafton, Auckland, New Zealand",New Zealand,7013.8066,Computer Training,2020,47.7458,67.85354,61.42602,67.39114
Nuance Communications,Computer Software,"Preston, Victoria, Australia",Australia,3329.8713,Multimedia Authoring Software,2020,47.0088,54.05022,1.6884924,81.54152
Softtek,Information Technology And Services,"Kelowna, British Columbia, Canada",Canada,5804.751,Backup & Disaster Recovery,2020,68.14531,0.69374275,141.9466,101.90106
Jack Henry & Associates,Computer Software,"Göteborg, Vaestra Goetaland, Sweden",Sweden,2486.2556,User Interface,2020,44.74185,49.21116,88.37228,82.31954
Efi,Computer Software,"Uberlândia, Minas Gerais, Brazil",Brazil,2914.4634,Operating Systems,2020,65.749886,73.62399,179.34248,97.22489
Fairway Independent Mortgage Corporation,Financial Services,"Balgat, Ankara, Turkey",Turkey,2267.3247,Insurance,2020,1.2897658,0.5061018,181.34412,76.336296
The Agency,Real Estate,"Sant Cugat Del Valles, Barcelona, Spain",Spain,755.9676,Rental and investment properties,2020,113.0836,73.80592,92.62974,0.7533433
Orlando Health,Hospital & Health Care,"Drammen, Buskerud, Norway",Norway,6492.293,General surgical services,2020,113.27192,67.83608,180.51787,91.134315
Redfin,Real Estate,"Espoo, Uusimaa, Finland",Finland,3603.7612,Architects,2020,126.76276,80.502304,186.10312,90.06745
Ziprealty,Real Estate,"Asker, Akershus, Norway",Norway,1013.19434,Home inspection,2020,125.32693,66.2058,76.76703,84.31866
American Medical Response,Hospital & Health Care,"Box, Uusimaa, Finland",Finland,4923.559,X ray/radiology services,2020,92.83415,59.65598,179.2515,104.01061
Ntt Data Services,Information Technology And Services,"Jyvaeskylae, Central Finland, Finland",Finland,8107.2983,Cybersecurity,2020,60.863495,0.5280681,175.02675,86.931915
Maxim Healthcare Services,Hospital & Health Care,"Johnsonville, Wellington, New Zealand",New Zealand,10517.589,Blood services,2020,94.00649,65.921585,222.86752,98.40333
@Properties,Real Estate,"Southbank, Victoria, Australia",Australia,2089.2107,Rental and investment properties,2020,115.30292,60.148197,204.11154,86.67262
Earthlink,Information Technology And Services,"Xicheng District, Beijing, China",China,3899.3447,Email Services,2020,42.299328,57.234932,151.89432,0.23664925
Hsbc Global Banking And Markets,Financial Services,"Alingsås, Vaestra Goetaland, Sweden",Sweden,12546.006,Stock Market,2020,169.91402,62.026943,243.38362,85.37355
Primelending,Real Estate,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,4061.7627,Property Staging,2020,2.4518857,62.039417,174.82182,91.25406
Re/Max,Real Estate,"Wetzikon, Zurich, Switzerland",Switzerland,16170.753,Selling Real Estate,2020,101.34052,83.80645,106.87113,73.12065
Centura Health,Hospital & Health Care,"Kontich, Antwerpen, Belgium",Belgium,3252.9163,Nutritional support,2020,110.72149,52.853497,100.981125,85.0116
Nyu Langone Medical Center,Hospital & Health Care,"Frederiksberg, Capital Region, Denmark",Denmark,9419.468,Mental health care,2020,101.12707,84.422325,235.5099,91.00289
Rush University Medical Center,Hospital & Health Care,"Lebanon, Tennessee, United States",United States,6424.553,Transportation,2020,112.51277,2.0056767,200.39508,99.89139
Sapient,Information Technology And Services,"Bidart, Nouvelle-Aquitaine, France",France,4026.0828,Backup & Disaster Recovery,2020,110.38815,55.32706,127.18872,83.63356
Dell,Information Technology And Services,"Fourways, Gauteng, South Africa",South Africa,41532.875,Hardware support,2020,90.49226,56.878788,2.6279166,22.9063
Advocate Health Care,Hospital & Health Care,"Florence, Toscana, Italy",Italy,9738.568,General surgical services,2020,113.42514,100.73424,190.80737,95.35772
Fairway Independent Mortgage Corporation,Financial Services,"Riverwoods, Illinois, United States",United States,5311.1274,Wealth Management,2020,189.36343,77.37275,149.51198,100.4721
Sotheby'S International Realty,Real Estate,"Roermond, Limburg, Netherlands",Netherlands,2046.8557,Buying Real Estate,2020,123.8384,57.02089,87.25864,87.96687
Northwell Health,Hospital & Health Care,"Xiamen, Fujian, China",China,9896.762,Mental health care,2020,2.060379,85.404144,216.84673,84.24144
Usaa,Financial Services,"Dorset, Dorset, United Kingdom",United Kingdom,20174.064,Insurance,2020,167.04587,73.46882,228.67839,0.53006244
Swedish Medical Center,Hospital & Health Care,"Ballerup, Capital Region, Denmark",Denmark,2722.9744,Short-term hospitalization,2020,95.00493,50.714474,105.71516,76.876434
Discover Financial Services,Financial Services,"Mazowsze, Kujawsko-Pomorskie, Poland",Poland,6205.092,Stock Market,2020,139.48293,69.132034,96.656975,83.44554
Tmf Group,Financial Services,"Newark, New Jersey, United States",Switzerland,5299.6074,Wealth Management,2020,181.83563,89.33963,196.5925,92.44761
Upmc,Hospital & Health Care,"Hyderābād, Telangana, India",India,15408.166,General surgical services,2020,92.682526,69.890175,207.7443,0.65459627
Utmb,Hospital & Health Care,"Claremont, Western Cape, South Africa",South Africa,4617.6987,Emergency room services,2020,122.30858,67.81179,89.80829,0.7501674
Radboudumc,Hospital & Health Care,"Pearl River, Mississippi, United States",Singapore,2847.113,Blood services,2020,99.102455,0.44312486,131.53807,74.015
Teksystems,Information Technology And Services,"Dronero, Piedmont, Italy",Italy,20193.3,IT Consulting,2020,82.97014,100.76207,145.60173,101.53494
Opentext,Computer Software,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,4007.2214,Multimedia Authoring Software,2020,42.60079,0.6283024,121.48937,88.84991
University Of Michigan Health System,Hospital & Health Care,"Selatan, East Java, Indonesia",Indonesia,2906.9812,Nutritional support,2020,79.42393,46.478123,133.28894,62.098804
Crye Leike Realtors,Real Estate,"Florianópolis, Santa Catarina, Brazil",Brazil,2710.6802,Home inspection,2020,0.3475176,77.081894,209.9491,83.43942
Bon Secours Health System,Hospital & Health Care,"Kristiansand, Vest-Agder, Norway",Norway,4395.4097,Mental health care,2020,97.74984,61.51386,155.17155,80.94501
Jack Henry & Associates,Computer Software,"Jumeirah, Dubai, United Arab Emirates",United Arab Emirates,3208.6116,System Software,2020,0.57505685,53.68299,229.20241,1.3326218
Globallogic,Computer Software,"Copenhagen, Capital Region, Denmark",Denmark,9707.159,Multimedia Authoring Software,2020,0.068101905,74.15568,237.70058,98.67267
Ptc,Computer Software,"Aalborg, Nordjylland, Denmark",Denmark,7928.723,Database Management,2020,70.094765,2.6455388,1.6928444,1.4314091
[24]7.Ai,Computer Software,"El Dorado, California, United States",Canada,3034.79,Personal Productivity Software,2020,59.36828,67.397705,222.10312,91.11183
Efi,Computer Software,"Kochi, Kerala, India",India,1391.2766,Personal Productivity Software,2020,44.160378,42.26621,102.88797,78.69974
Mindtree,Information Technology And Services,"Tiruchchirappalli, Tamil Nadu, India",India,9064.678,Computer Training,2020,47.52616,1.4930415,251.18927,78.18382
Ptc,Computer Software,"Gipuzkoa, Basque Country, Spain",Spain,4421.22,Desktop Publishing,2020,49.945137,41.11706,161.53047,71.375595
"Ansys, Inc.",Computer Software,"New Delhi, Nct, India",India,909.8391,Database Management,2020,0.52397263,44.44669,68.64785,83.312775
Diebold Nixdorf,Financial Services,"Vicente Lopez, Buenos Aires, Argentina",Argentina,13800.588,Mutual Funds,2020,4.054163,49.04987,90.90283,89.23973
Tieto,Information Technology And Services,"Litzmannstadt, Lodzkie, Poland",Poland,9637.942,Cybersecurity,2020,0.75553775,77.87317,131.80826,86.63997
Cadence Design Systems,Computer Software,"Durban, Kwazulu-Natal, South Africa",South Africa,3040.0923,Database Management,2020,0.31594974,65.088936,124.45332,80.69514
Freddie Mac,Financial Services,"Växjö, Kronoberg, Sweden",Sweden,3550.012,Professional Advisory,2020,127.31458,59.85645,161.72798,0.66896063
Dell Emc,Information Technology And Services,"The Hague, Zuid-Holland, Netherlands",Netherlands,60629.18,Cybersecurity,2020,100.6495,50.538113,191.5592,52.419624
Ims Health,Information Technology And Services,"Penetanguishene, Ontario, Canada",Canada,3608.198,Hardware support,2020,40.731018,53.84788,124.4941,71.87481
Momentum,Financial Services,"Hyderābād, Telangana, India",Singapore,3584.4016,Insurance,2020,146.54251,65.17806,82.97514,104.41291
Rush University Medical Center,Hospital & Health Care,"Balgat, Ankara, Turkey",Turkey,3.5501645,Emergency room services,2020,0.71612763,0.45919192,72.762794,2.202381
Lopes Consultoria De Imóveis,Real Estate,"Roubaix, Nord-Pas-De-Calais, France",France,2870.246,New Construction,2020,115.66316,77.6983,189.96997,85.17505
Baycare Health System,Hospital & Health Care,"Dale I Sunnfjord, Sogn Og Fjordane, Norway",Norway,6023.01,Short-term hospitalization,2020,108.253716,78.989525,1.414705,96.444
Nasdaq,Financial Services,"Johnsonville, Wellington, New Zealand",New Zealand,5655.9277, Portfolio Management,2020,167.8621,76.546555,61.60473,91.537575
Molina Healthcare,Hospital & Health Care,"Hyderabad, Andhra Pradesh, India",India,5470.761,Short-term hospitalization,2020,110.12482,78.950645,237.28342,94.91643
Northwestern Mutual,Financial Services,"Esenler, Istanbul, Turkey",Turkey,31020.143,Insurance,2020,178.64328,81.3788,254.72006,75.21494
National Association Of Realtors®,Real Estate,"Jyvaeskylae, Central Finland, Finland",Finland,1526.0938,Property Staging,2020,119.88706,70.89253,160.86676,91.289246
Sabre Corporation,Information Technology And Services,"Awans, Liege, Belgium",Belgium,8248.268,Managed Print Services,2020,0.23587535,74.99315,172.29233,102.211685
Lj Hooker,Real Estate,"Dale I Sunnfjord, Sogn Og Fjordane, Norway",Norway,1998.2871,New Construction,2020,123.59362,68.433205,0.9147352,94.15652
Ifs,Computer Software,"Kista, Stockholm, Sweden",Sweden,3826.821,Application Software,2020,55.8742,75.76401,186.43929,1.039744
Pegasystems,Computer Software,"Stockholm, Stockholm, Sweden",Sweden,4266.154,Multimedia Authoring Software,2020,0.26207507,56.06483,148.06396,92.95509
Apollo Hospitals,Hospital & Health Care,"Cracow, Malopolskie, Poland",Poland,6734.3477,Nutritional support,2020,2.0312643,0.5681776,202.8278,0.7163057
Citrix,Computer Software,"Zollikofen, Bern, Switzerland",Switzerland,10764.415,Multimedia Authoring Software,2020,61.499268,80.04992,230.45067,84.643234
Reecenichols Real Estate,Real Estate,"Vaasa, Ostrobothnia, Finland",Finland,2584.7473,Rental and investment properties,2020,124.382454,62.75066,236.13895,93.54846
Ptc,Computer Software,"South Wharf, Victoria, Australia",Australia,3558.8013,Multiprogramming,2020,47.521008,42.107483,93.56319,1.0317057
Ust Global,Information Technology And Services,"Federal, Entre Rios, Argentina",Argentina,12043.763,Cybersecurity,2020,76.65738,69.97141,247.5265,100.11069
Royal Lepage,Real Estate,"Bodø, Nordland, Norway",Norway,2448.2495,Rental and investment properties,2020,117.43776,79.339935,133.6791,82.835304
Watson Realty Corp.,Real Estate,"Bagneux, Ile-De-France, France",France,2561.873,Architects,2020,2.7725565,90.18584,286.30493,91.469826
Caci International Inc,Information Technology And Services,"Jyvaeskylae, Central Finland, Finland",Finland,11851.486,Computer Training,2020,71.6412,0.5801848,179.75447,1.2258815
Globant,Information Technology And Services,"Genève, Geneva, Switzerland",Switzerland,4665.639,Computer Training,2020,55.599655,43.94022,110.516045,59.115246
Ncr Corporation,Information Technology And Services,"Drøbak, Akershus, Norway",Norway,12702.744,Cloud Services,2020,0.98174554,42.668167,0.94095135,72.247444
Jack Henry & Associates,Computer Software,"Mariano Moreno, Buenos Aires, Argentina",Argentina,3712.2046,User Interface,2020,48.551186,51.388226,173.51952,83.82621
Tech Mahindra,Information Technology And Services,"Stans, Nidwalden, Switzerland",Switzerland,42583.742,Cybersecurity,2020,111.7641,49.987343,167.43945,51.7083
Broadridge,Financial Services,"Veracruz, Veracruz-Llave, Mexico",Mexico,5848.05, Portfolio Management,2020,160.03433,68.16344,136.10352,87.570946
Northshore University Healthsystem,Hospital & Health Care,"Novo Hamburgo, Rio Grande Do Sul, Brazil",Brazil,7053.6675,Nutritional support,2020,116.39188,76.67441,165.23262,104.92268
Northwestern Mutual,Financial Services,"Saranac Lake, New York, United States",United States,25718.61,Tax/Audit Consulting,2020,164.0954,64.55091,68.02605,71.67266
Asurion,Information Technology And Services,"Dalian, Liaoning, China",China,6854.3604,Network Management,2020,61.40796,50.93582,121.26642,1.4832447
Unitedhealth Group,Hospital & Health Care,"Hyderābād, Telangana, India",India,53078.56,Special surgical services,2020,146.71175,65.364075,67.83124,25.097996
Informatica,Computer Software,"Birmingham, Alabama, United States",Canada,2437.58,Database Management,2020,47.53331,69.37447,133.65462,81.42247
Henry Ford Health System,Hospital & Health Care,"Vaasa, Ostrobothnia, Finland",Finland,7039.5615,Short-term hospitalization,2020,90.50092,78.09977,113.56761,75.558495
The Mathworks,Computer Software,"Daira, Dubai, United Arab Emirates",United Arab Emirates,3510.9011,Personal Productivity Software,2020,0.8092255,1.0643816,1.2249389,79.9335
Nuance Communications,Computer Software,"Kielce, Swietokrzyskie, Poland",Poland,3968.258,User Interface,2020,0.6431309,53.073933,77.31483,84.55828
Dalian Wanda Group,Real Estate,"Richmond, British Columbia, Canada",Canada,3683.3708,New Construction,2020,1.514721,61.767662,218.43257,97.70086
Bmo Financial Group,Financial Services,"Provincia Di Forli-Cesena, Emilia-Romagna, Italy",Italy,23093.918,Insurance,2020,144.32472,72.777824,105.2452,87.351585
Ramco Systems,Computer Software,"Sant Joan Despí, Catalonia, Spain",Spain,1711.1796,User Interface,2020,50.401783,72.8492,112.0476,89.484276
Tyler Technologies,Computer Software,"Vevey, Vaud, Switzerland",Switzerland,1901.7646,Operating Systems,2020,0.8881368,53.280426,99.75731,0.7063807
Visa,Information Technology And Services,"Bağcılar, Istanbul, Turkey",Turkey,10729.432,Cybersecurity,2020,0.9568574,86.28879,178.4863,0.77254987
Microsoft,Computer Software,"Palma De Mallorca, Balearic Islands, Spain",Spain,97218.12,User Interface,2020,158.17001,71.9167,210.18639,66.19976
"Ameriprise Financial Services, Inc.",Financial Services,"Warsaw, Mazovia, Poland",Poland,12217.585,Insurance,2020,163.58711,63.63967,161.08342,79.48887
Ascension,Hospital & Health Care,"Federal, Entre Rios, Argentina",Argentina,2803.2156,Transportation,2020,95.23641,65.48415,142.07338,79.53334
Infosys,Information Technology And Services,"Palma De Mallorca, Balearic Islands, Spain",Spain,84664.805,Computer Training,2020,2.443489,47.064293,91.20868,62.270805
Northwestern Mutual,Financial Services,"A, Syddanmark, Denmark",Denmark,15507.006,Stock Market,2020,96.2084,41.607536,126.7265,54.209534
Kindred Healthcare,Hospital & Health Care,"Dudley, Dudley, United Kingdom",United Kingdom,7258.6055,Nutritional support,2020,93.25824,66.943474,2.4640155,75.02925
Fairview Health Services,Hospital & Health Care,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,6114.5327,Short-term hospitalization,2020,105.91004,68.9417,189.49239,95.8324
Kaiser Permanente,Hospital & Health Care,"Tangerang, Jawa Barat, Indonesia",Indonesia,66989.9,Emergency room services,2020,164.36624,62.568127,129.00557,26.02644
Watson Realty Corp.,Real Estate,"Baar, Zug, Switzerland",Switzerland,2655.162,Selling Real Estate,2020,119.23066,58.955166,185.45561,94.4712
Polaris Financial Technology Limited,Information Technology And Services,"Etiler, Antalya, Turkey",Turkey,5713.951,Network Management,2020,76.6938,71.89684,171.91536,94.17082
Aon,Financial Services,"İStanbul, Istanbul, Turkey",Turkey,22743.451,Wealth Management,2020,153.91876,49.018898,175.57219,50.643024
Virtusa,Computer Software,"Chicago, Illinois, United States",Singapore,10746.8125,Application Software,2020,56.766563,0.6945189,67.14317,87.8897
Windermere Real Estate,Real Estate,"Surabaya, Jawa Timur, Indonesia",Indonesia,2491.1067,New Construction,2020,123.69233,1.1010858,245.53882,87.06295
Gfi Informatique,Information Technology And Services,"Chinghochen, Xinjiang, China",China,2064.117,Email Services,2020,0.9529354,0.83849514,67.69061,73.375114
Nationwide Childrens Hospital,Hospital & Health Care,"Meyrin, Geneva, Switzerland",Switzerland,4117.983,Transportation,2020,94.552216,63.545948,200.20969,85.997025
Windermere Real Estate,Real Estate,"Glostrup, Capital Region, Denmark",Denmark,4226.2344,Rental and investment properties,2020,126.433,48.44226,156.06622,82.162834
First Data Corporation,Financial Services,"Guaruja, Sao Paulo, Brazil",Brazil,8043.9023,Wealth Management,2020,137.02663,44.358273,1.1054792,65.7136
Motorola Solutions,Information Technology And Services,"Norwich, Norfolk, United Kingdom",United Kingdom,6344.1733,Managed Print Services,2020,0.4068109,47.782795,98.56636,63.407654
Softtek,Information Technology And Services,"St Leonards, New South Wales, Australia",Australia,6714.228,Computer Training,2020,78.55461,69.1117,189.6014,99.28882
"Ansys, Inc.",Computer Software,"Waterloo, Wallonia, Belgium",Belgium,2556.0798,Multimedia Authoring Software,2020,57.110077,57.820206,186.49324,89.07406
Tech Mahindra,Information Technology And Services,"Bucks, Pennsylvania, United States",Singapore,39458.22,Email Services,2020,122.64042,66.78909,252.64934,65.99052
American Campus Communities,Real Estate,"Pero, Lombardy, Italy",Italy,1218.6526,Property Staging,2020,123.25643,63.837162,237.73822,1.1909003
University Of Chicago Medicine,Hospital & Health Care,"Agrate Brianza, Lombardy, Italy",Italy,2988.8337,Blood services,2020,92.65718,52.470184,121.11099,81.99615
Advocate Health Care,Hospital & Health Care,"Florence, Toscana, Italy",Italy,10054.778,Special surgical services,2020,86.78191,57.13365,194.61049,0.39303425
Taylor Wimpey Plc,Real Estate,"Bekasi, Jawa Barat, Indonesia",Indonesia,2230.8792,Home inspection,2020,122.732216,67.744644,200.50418,82.88731
Simon Property Group,Real Estate,"Nunspeet, Gelderland, Netherlands",Netherlands,1458.2063,Architects,2020,119.309,42.51377,161.11252,88.67859
Greystar,Real Estate,"Larvik, Vestfold, Norway",Norway,3944.2563,Architects,2020,114.68189,53.08446,120.65789,83.6261
